sentence,label
"Comme l ' élu régional cité plus tôt. Une réunion devait se tenir , mardi 9 mai , à propos de ce scrutin , et caler l ' accord avec le parti Debout de la France de Nicolas Dupont-Aignan. Le rêve de recomposition de la droite porté par certains risque d ' attendre. On n ' a jeté aucun pont vers la droite , tout se passe sur les contacts personnels , reconnaît un haut dirigeant du FN .",1
"Et la perspective d'un face-à-face entre le chef de l'Etat et le peuple n'enchante guère M. Larcher qui se retrouverait alors totalement hors jeu.Après avoir souligné que l'article 89 était « la voie normale » à suivre pour toute révision constitutionnelle, il a rappelé que l'article 11 « ne serait pas sans poser un certain nombre d'interrogations .Avant de lancer, en guise d'avertissement : « On ne résout pas une crise de confiance par un coup politique.»",0
"Ils sont très contents d ' être là , observe un familier du palais. Au risque d ' oublier certaines fidélités anciennes. Un ex-visiteur du soir de Macron , sous le précédent quinquennat , confie ainsi qu ' il n ' a plus ses entrées à l ' Elysée : Macron et sa petite équipe ont coupé tous les liens anciens. Le président fonctionne en cercle très fermé , voit peu de gens .",1
"L ' ancien président de l ' UMP peut néanmoins se consoler sur un point. Sa photo , placardée juste en face du bureau de François Fillon , n ' a toujours pas bougé. Idem pour les clichés de Nicolas Sarkozy , qui recouvrent les murs du huitième étage : pour l ' instant , personne n ' a osé les enlever. A A l ' instar du député UMP de Savoie , Dominique Dord , plusieurs élus de l ' opposition saluent la nomination d ' Emmanuel Macron , mardi 26 août , comme ministre de l ' économie. , s ' enthousiasme l ' ancien porte-parole de l ' UMP , Dominique Paillé , aujourd ' hui à l ' UDI. u moins , on aura enfin un type à l ' économie qui sait comment ça marche !",0
"L'objectif est d'incarner une voie médiane, fai­te de compromis et de pragmatisme, afin de dépasser le traditionnel clivage gauche-droite.Avec l'espoir d'incarner une troisième voie, susceptible de rassembler une majorité de Français.Un argumentaire mis en avant par les responsables de la majorité.« En défendant une politique migratoire humaine, tout en faisant preuve de fermeté sur l'im­migration illégale, nous occupons une position centrale, estime le député de Paris, Pacôme Rupin, vice-président du groupe LRM.",0
"Quand elle a lieu , elle dure moins longtemps. On passe plus de temps à la salle de gym , plaisante un conseiller , comme si toute cette tension accumulée devait soudain être évacuée. Au Palais , les demandes de visite se sont accélérées. Mais c ' est le Château que l ' on vient voir , pas son hôte .",1
"La cellule a carte blanche pour travailler sur la communication , les discours et les déplacements de la candidate. Un combat vital Ce retour sur le devant de la scène marque l ' aboutissement d ' une collaboration longue d ' une décennie entre la présidente du FN et son beau-frère. C ' est un très bon connaisseur du processus politique. Il a quarante idées à la minute , se félicite la députée européenne .",0
Cet article est paru dans Le Monde. frL ' hypothèse d ' un retrait de François Fillon de la course présidentielle pose plusieurs problèmes inédits : qu ' adviendrait-il de ses parrainages ? De son budget de campagne ? Dans quelles conditions un autre candidat pourrait-il le remplacer ?,0
"Le Rassemblement national obtiendrait alors 14 % (contre 17 % en l'absence d'une liste portée par les manifestants) et La France insoumise 9 % (contre 12 %), preuve que leur électorat est le plus sensible aux revendications de la fronde anti-taxes.Surtout, une telle liste, créditée de 12 % des intentions de vote, serait sans effet sur le score de la majorité LRM-MoDem, qui obtiendrait dans tous les cas 21 %.De quoi faire saliver les macronistes.« Une liste gilets jaunes aux européennes affaiblirait énormément LFI et le RN car ce mouvement provoque une recomposition idéologique des extrêmes, analyse le délégué général adjoint du mouvement LRM, Pierre Person.",0
"Trois réunions organisées par les écologistes et réunissant toutes les forces de gauche ont cependant permis d ' établir des points de convergence à la gauche du PS. Sandrine Rousseau , tête de liste EELV , n ' en revient d ' ailleurs toujours pas : Les communistes ont même dit qu ' ils étaient pour la sortie du nucléaire. Pour moi , il n ' y a pas de gros point de blocage si ce n ' est sur le gaz de houille qu ' il faudra discuter. Ces listes communes pourraient mettre en difficulté les socialistes .",0
"De cette campagne menée « le couteau ­entre les dents », selon un « marcheur », Sonia Krimi et les militants cherbourgeois gardent la complicité des survivants.Quand elle les retrouve sur le marché de Cherbourg, un samedi de janvier, la députée les embrasse en les saisissant par les épaules, comme on le fait avec des amis chers.Aux « marcheurs » comme aux citoyens croisés, elle distribue les sourires, elle prend des mains, éclate de rire.Sa bonne humeur communicative lui a permis de se faire adopter par les locaux, notamment par une bande de sexagénaires de La Hague, devenus de fervents soutiens durant la campagne.",1
"est maximale à propos de son projet , dévoilé au fil de l ' eau mais pour l ' instant sans cohérence d ' ensemble. Ce nouveau report alimente la frustration de ceux qui voudraient enfin clarifier la campagne et mettre un terme au trou d ' air que connaît l ' ancien ministre depuis son meeting de Lyon , le 4février. Un trou d ' air qui s ' est transformé en bourrasque la semaine dernière , avec ses déclarations tranchées sur la colonisation et le mariage pour tous , qui ont déplu tantôt à la gauche , tantôt à la droite , alors que M. Macron dit vouloir rassemblerles deux camps. Dans l ' entourage de l ' ex-ministre de l ' économie , on reconnaît que la semaine dernière a été compliquée .",1
"Mardi 16 janvier, M. Philippe devait y défendre le projet de loi sur l'immigration, qui provoque des remous au sein de l'aile gauche de la majorité.Autre marque d'attention récente, le premier ministre a invité les parlementaires de la majorité à Matignon pour leur présenter ses voeux, mercredi.La cérémonie n'a rien d'inhabituel, mais son maintien est perçu comme un signe de considération, alors que l'exécutif a voulu réduire le nombre d'agapes cette année.M. Philippe a notamment décidé de ne pas exprimer ses voeux face à la presse, ­estimant que « tout a été dit » par le chef de l'Etat lors de sa rencontre avec les médias le 3 janvier.",0
"Certains membres éminents du cabinet ont découvert dans la presse que Gérard Collomb avait proposé sa démission.Avec les forces de l'ordre, le lien, déjà fortement dégradé après l'affaire Benalla, avait été rompu.« Sa décision est une marque de défiance à l'égard des gardiens de la paix.Quand on est le premier flic de France, il faut avoir la même passion pour le métier que ceux qui sur le terrain se prennent des pavés dans la gueule tous les jours », estime Yves Lefèbvre, secrétaire général du syndicat Unité SGP Police-Force ouvrière.",0
"« Tous les étrangers de France ne sont pas des terroristes, lance-t-elle.Tous les étrangers de France ne sont pas d'indélicats fraudeurs aux aides sociales.» Ce mardi 19 décembre 2017, à l'Assemblée nationale, Sonia Krimi, députée La République en marche (LRM) de la 4e circonscription de la Manche, pose, fiches en mains, sa première question au gouvernement.Une intervention adressée au ministre de l'intérieur, Gérard Collomb, à propos du projet de loi asile-immigration, deux mois avant sa présentation en conseil des ministres, le 21 février.",0
"Depuis plusieurs semaines , Ségolène Royal s ' interroge aussi à voix haute. J ' ai du respect pour une personnalité politique qui a choisi un chemin , répondait récemment la ministre de l ' environnement lorsqu ' on l ' interrogeait sur le départ de M. Macron du gouvernement. Les hésitations sont d ' autant plus grandes que le chef de l ' Etat n ' a donné , pour l ' instant , aucun indice sur le candidat qu ' il pourrait soutenir , si tant est qu ' il en soutiendra un. On va voir ce que François va dire à ses proches dans les prochains jours , même si on est libre de faire ce qu ' on veut , explique une de ses intimes .",1
"Le président a tenu à ce que le Grenelle I soit le premier texte à venir en session ordinaire à l'Assemblée.Compte tenu de l'état des finances publiques et des deux bornes fixées - ne pas aggraver la charge de l'Etat et de ne pas alourdir la fiscalité -, quelles marges reste-t-il ?N'êtes-vous pas contraint à une « pause » dans les réformes ?A partir du moment où l'Etat fixe des priorités, il faut trouver des marges dans le redéploiement interne.",0
"Tout le monde pense qu ' il a rejoint son bureau , mais il change en fait de voiture pour échapper aux caméras. C ' est un peu Fantomas et sa DS qui s ' envolent , ironise un de ses proches. Edouard Philippe file alors discrètement à l ' Elysée pour déjeuner avec Emmanuel Macron. La composition de son cabinet est un premier point d ' achoppement , alors que l ' Elysée souhaite renforcer l ' efficacité du dispositif et éviter les doublons .",1
"Ils découvrent aussi « la caricature » à laquelle se prête volontiers l'opposition.« Emmanuel Macron président des riches, cela nous a tous touchés », se souvient Naïma Moutchou.Cette avocate de37 ans avait pourtant l'habitude, au tribunal, des tentatives de déstabilisation de ses adversaires.A ses côtés, sur les bancs de la majorité, les députés LRM sont à fleur de peau face au déluge de critiques de La France insoumise, dès l'examen des ordonnances réformant le marché du travail, dans les premières semaines du quinquennat.",0
"Un autre ne cache pas son désarroi : C ' est dur à vivre car on s ' est chauffés pendant quatre jours et d ' un coup , patatras ! tout s ' écroule. . . Pourtant , vingt-quatre heures avant l ' annonce de M. Juppé , tous les feux semblaient au vert. Dimanche matin , l ' ex-premier ministre a indiqué à l ' un de ses plus proches collaborateurs qu ' il était décidé à y aller .",1
"Comme c ' est le cas à la Maison blanche , à Washington , où la presse présidentielle travaille dans les murs , avec un point presse quotidien du porte-parole. La présidence réfléchit aussi à installer une salle de briefing , où les conseillers techniques pourraient se rendre à brûle-pourpoint faire de la pédagogie sur telle ou telle réforme. On tâtonne , explique Sibeth Ndiaye , la chargée de communication du palais , qui précise que la réflexion reste embryonnaire . On regarde ce qui se fait dans d ' autres démocraties , poursuit-elle .",0
"« Les centres de rétention sont devenus des centres de détention et sont indignes de notre République », poursuit la députée, le ton haut, sous les applaudissements de La France insoumise et les hésitations de ses camarades de banc.Ces deux minutes en solo lui vaudront d'être qualifiée de « première frondeuse de la majorité », la première tête à dépasser dans un collectif d'anonymes peinant à se départir de son image de « godillot .Dans sa réponse, Gérard Collomb fait fi de la sévérité de la question, préférant saluer son « très beauparcours .« J'aimerais que beaucoup de jeunes, demain, aient le même », poursuit le ministre dans l'Hémicycle.",0
"On nous prenait pour des cons. Mais moi je ne suis pas une groupie , j ' ai soutenu un programme et on me ramenait à un costard. Et voilà que les attaques reprennent avec Laurent Wauquiez , ­grogne-t-elle : C ' est vrai qu ' on se sent un peu persécutés , et quand on ose dire que c ' est de l ' acharnement , on se fout de nous en disant : ils croient au complot. On dirait qu ' on est une bande de radica­lisés .",0
"En ­particulier sur les ordonnances, quand la majorité a su trouver une voie de passage entre les critiques de la gauche dénonçant « une atteinte au code du travail » et celles de la droite regrettant une réforme trop timide en termes de réduction de la dépense publique.« A l'Assemblée, LR et LFI caricaturent leur position pour se faire entendre.Face à leur radicalité, notre pragmatisme nous permet d'apparaître mécaniquement comme des gens raisonnables », analyse Pacôme Rupin.Dans les rangs de LR, certains regrettent d'ailleurs que Laurent Wauquiez « joue la surenchère » sur l'immigration.",1
"Face aux tirs croisés de la droite et de la gauche , les troupes macronistes ont parfois donné l ' impression de vouloir avancer coûte que coûte , sans rendre de comptes ni faire de concessions. Les procès d ' intention , j ' en ai un peu assez , a lâché Saïd Ahamada ( LRM ) , vantant la seule majorité , et le seul président , qui , dans ce budget , fait exactement ce qu ' il dit . Manière de justifier la volonté de mettre en oeuvre le plus rapidement possible le programme de M. Macron. Comme on sait que l ' ensemble de nos mesures va entraîner une augmentation du taux de croissance et de l ' emploi , on entend aller le plus vite possible pour qu ' à l ' été 2018 , les résultats soient là , explique un député LRM .",0
"D'autres évoquent la nécessité de choisir un responsable politique expérimenté et emblématique.« Le choix n'est pas arrêté mais il y a plusieurs hypothèses », explique au Monde le patron du parti, Christophe Castaner.La plus crédible semble être Sylvie Goulard.L'éphémère ministre des armées du premier gouvernement Philippe a le mérite de connaître les sujets européens sur le bout des doigts.",0
"Quelqu ' un a un projet ou une idée à soumettre ? Il frappe à la porte de la députée européenne , ou lui passe un coup de téléphone. Certains louent ce mode de fonctionnement sans apprêt ; d ' autres se désolent de la mauvaise circulation de l ' information qui en découle. A ne sait pas ce que B sait , et C ne parle pas à A et B , résume un bon connaisseur de Marine Le Pen .",1
"Entre nous , il n ' y a jamais eu de coups bas et il y a un lien très fort. Même si ça n ' explique pas tout , les comptes de la bagarre de 94-95 ne sont pas tous soldésIl se définit comme un simple chef d ' orchestre. Mais , derrière ses petites lunettes et son rire ironique , Jérôme Grand d ' Esnon compose aussi la partition de l ' ascension de Bruno Le Maire .",0
"Le bureau a pris soin d'insérer sa réforme non dans le règlement, mais dans l'instruction générale, non soumise à un tel contrôle.Or, selon l'organisme, si cette nouvelle instruction est en réalité « une modification du règlement intérieur de l'Assemblée nationale, elle pourrait être contrôlée par le Conseil constitutionnel, notamment au regard de la liberté d'expression des parlementaires .Une manière polie de dire qu'à ses yeux la réforme pourrait écorner ce principe de libre expression.La mesure ne passe pas bien non plus du côté de l'Eglise catholique.",0
"Dans l'intervalle, le gouvernement n'a pas changé sa position.Mercredi soir, les sénateurs ont donc été contraints au sabordage : opposés à la proposition du gouvernement ils ont largement voté contre le texte et donc contre la revalorisation des retraites agricoles.La ministre en est toutefois sortie dans ses petits souliers.En prenant cette décision, l'exécutif a alimenté lui-même deux critiques récurrentes depuis le début du quinquennat.",0
"Ils se sont rendu compte qu'ils ne pouvaient pas rendre le risque d'endosser la responsabilité d'un échec.» Le député de Seine-et-Marne ne cache pas sa volonté d'aller le plus loin possible pour sceller le « compromis » : « Je suis à la manoeuvre à mort », s'enflamme-t-il.Jusqu'où rapprocher des points de vue qui, sur de nombreux sujets, restent diamétralement opposés ?Les positions sur la proportionnelle aux élections législatives et le mode de scrutin au Sénat, qui ne sont pas directement du ressort de la révision constitutionnelle mais dont le PS fait un préalable, demeurent notamment inconciliables.",0
"Après être passé devant Alexis Corbière et son « Que sais-je?» sur les jacobins, le député LRM Sacha Houlié a eu ce commentaire sur Twitter : « Il m'est d'avis qu'ils n'ont pas tous bien fini...»Le sujet est délicat.",0
"Le sénateur des Vosges peut quitter la scène, épaules voûtées.A peine quelques fidèles sont là pour le saluer.Les fins de règne sont toujours cruelles.MM. Raffarin, Saugey, Romani et Carle s'isolent alors dans un bureau.",0
"Ras le bol ! En écoutant M. Macron discourir pendant un peu plus d ' une heure à l ' Opéra Garnier de Paris , dimanche 27 septembre , devant 300 personnes , une chose au moins était certaine : les conseils de prudence du chef de l ' Etat , le ministre de l ' économie en fait peu de cas. Veut-il choquer ? Fait-il exprès de provoquer ?",0
"Samedi , les dirigeants devaient acter le principe d ' une primaire , pour le mois de décembre 2016. Pour Solférino , il s ' agit de laisser au chef de l ' Etat la possibilité , s ' il le souhaite , de se saisir du processus. François Hollande comprend bien que , dans l ' idéal , une primaire de toute la gauche gagnée par le président sortant évacue à gauche le bilan et permet de se concentrer sur la droite et sur la campagne , explique un haut dirigeant du parti. Dans l ' idéal .",1
"Pas question d ' insulter l ' avenir , car les voix , même maigres , récoltées par M. Peillon au premier tour pourraient être utiles à l ' un comme à l ' autre dans l ' entre-deux-tours. L ' ancien ministre devrait logiquement se reporter sur M. Valls après le 22janvier. Mais si jamais Valls devait être plus bas que prévu , Peillon pourrait faire un autre choix , veut croire un proche de M. Hamon . Du coup , on reste prudent avec lui .",1
"En revanche, « le petit commerce pourrait subir les conséquences d'une évasion de la clientèle au profit des destinations commerciales dominicales », note le rapport du Credoc publié dans les Cahiers de recherche de novembre 2008.Ce rapport a la particularité de synthétiser plusieurs études détaillées menées sur le sujet.Est-ce favorable à l'emploi ?Selon le même rapport, si 20 % des commerces non alimentaires, représentant un effectif de 190 000 salariés, décidaient d'ouvrir le dimanche, les embauches potentielles seraient de l'ordre de 17 200 emplois.",0
"Dans celles qui lui paraissent imprenables, LRM qui compte peu d'élus locaux et aucun maire sortant entend nouer des alliances avec des élus sortants d'un autre parti pour profiter de leur implantation sur les territoires.Par exemple à Nice avec le maire (LR) sortant, Christian Estrosi, ou à Angers avec le maire (LR) sortant, Christophe Béchu.Une manière alors pour le chef de l'Etat d' « achever la recomposition politique », engagée lors des élections présidentielle et législatives de 2017, en poursuivant sa stratégie de « dépassement des clivages politiques .Chaque candidat devrait pouvoir adapter son projet municipal en fonction de ses propres problématiques locales.",0
"L ' entreprise Macron , outre les levées de fonds qui l ' accompagnent , se ­signale d ' emblée par son marketing agressif. Pour exister et prospérer , le macronisme doit se démarquer du hollandisme. Et très nettement : Si l ' on veut faire avancer le pays , il faut réunir les progressistes , avec la volonté de créer , non pas des compromis imparfaits et illisibles , mais un consensus sur des valeurs et un diagnostic du pays , entre femmes et hommes ancrés à gauche , à droite et dans la société ­civile , afin de les rassembler autour d ' un projet commun , résume le ministre. Le président appréciera la référence aux compromis ­imparfaits et illisibles . . .",0
"De quoi exactement ? Du fait qu ' une perquisition allait avoir lieu dans le bureau de l ' avocat général près la Cour de cassation , soupçonné de trafic d ' influence , et chez Thierry Herzog , l ' avocat de Nicolas Sarkozy , précise ce conseiller. Selon l ' Elysée , c ' est ce jour-là que la garde des sceaux a informé le président de la mise sur écoute de M. Sarkozy. Celle-ci se montre nettement moins précise .",1
"Chaque fois que le spécialiste des sondages de l ' Elysée s ' inquiète des faiblesses de l ' électorat de droite , les journalistes se récrient avec une pointe d ' amertume : Mais non , il va encore gagner ! Le 10 mai 1981 , c ' est pourtant François Mitterrand qui l ' emporte. Peu après 20 heures , Jacques Fauvet monte jusqu ' au deuxième étage congratuler Barrillon , et les journalistes regardent , ébahis , ces deux monstres froids pleurant dans les bras l ' un de l ' autre. L ' histoire n ' est pourtant pas tout à fait terminée .",0
"M. Montebourg, de son côté, s'est lancé dans une campagne éclair.« J'ai des soutiens solides et forts, affirme-t-il.Quand Jean-Marc m'a annoncé son intention de se représenter, je le lui ai déconseillé.C'est sa décision.",0
"C'est un cas d'école clair : d'un côté, une liste d'appareil et, de l'autre, une liste qui propose le pluralisme et l'ouverture.»   Sera-ce suffisant pour gagner plus de 2 000 électeurs supplémentaires parmi ceux qui se sont abstenus au premier tour ou qui ont voté pour M. Urieta ?« Je pense qu'Alain Juppé peut dire des choses », espère M. Bayrou, qui a multiplié les messages en direction du maire (UMP) de Bordeaux, réélu dès le premier tour à la tête d'une liste comprenant des représentants du MoDem.Le « troisième tour » des élections cantonales a eu lieu, jeudi 20 mars, avec la mise en place des exécutifs départementaux.",0
"C ' est admettre le fiasco de l ' entreprise ou de sa disposition la plus emblématique. Envisager , enfin , un référendum qui permettrait de passer outre les chicanes parlementaires ? A supposer qu ' il y songe , ce serait tout bonnement suicidaire , compte tenu du discrédit dont souffre le chef de l ' Etat dans l ' opinion publique. Reste à habiller au moins mal cet échec .",0
"Souvenez-vous de Chaban lâché par Giscard en1974 ou de Balladur rattrapé par Chirac en1995. D ' autres craignent que les médias , après avoir porté aux nues l ' ancien ministre , ne le prennent en grippe. La règle en France , c ' est on lèche , on lâche , on lynche , lâche un parlementaire du premier cercle. Ces derniers jours , des proches de M. Macron se sont montrés nerveux , recadrant les journalistes , par SMS ou sur Twitter , après des commentaires ou des analyses qui leur avaient déplu .",0
"Il existe deux grands types de dérogations :   Les « dérogations de plein droit ».Elles concernent les secteurs dont l'interruption est techniquement impossible ou dont la continuité est nécessaire à la vie sociale : nombreuses activités de service public, hôtellerie, restaurants, débits de boisson, fleuristes, entreprises de presse et d'information, entreprises de spectacles...En 2005, cette liste a été étendue à de nouvelles activités comme la jardinerie ou la location de DVD.La loi du 3 janvier 2008 (« loi Chatel ») y a ajouté les commerces d'ameublement.",0
"« On commence à découvrir le profil d'une majorité plus riche que l'image monolithique qu'on pouvait avoir au départ », se félicite le député d'Indre-et-Loire, Daniel Labaronne.« On a un ratio à 70 % de gens venus de la gauche et 30 % de la droite », rappelle l'un de ses collègues, bon connaisseur du groupe.Un rapport de force qui ne correspond pas à l'équilibre politique des mesures prises en début de quinquennat, beaucoup plus ancrées dans l'identité libérale du groupe, qui fait consensus, que dans son ADN social.Pour l'heure, l'Elysée laisse vivre ces débats qui ne déstabilisent pas l'agenda de ses réformes.",1
"L'analyse de l'IFOP sur le profil des sympathisants de l'UDF puis du MoDem permet de mieux cerner l'évolution de M. Bayrou et de son électorat.Elle éclaire son positionnement sur l'échiquier politique.Jusqu'en 2005, l'ancien président de l'UDF bénéficiait d'une meilleure cote de popularité auprès des sympathisants de l'UMP que chez ceux du PS.La tendance commence à s'inverser à partir de son refus d'approuver, fin 2005, le budget 2006.",0
"»   A l'Assemblée, la journée a au contraire pris des airs de retour en grâce pour les écologistes de la majorité.Matthieu Orphelin, député (LRM) du Maine-et-Loire et ancien de la Fondation Nicolas Hulot, a salué « l'apaisement » apporté par le choix de M. Philippe.Barbara Pompili, passée d'Europe Ecologie-Les Verts à En marche!lors de la campagne, a dit son « sentiment de fierté à l'égard du gouvernement, qui a enfin pris le problème à bras-le-corps .",0
"Et qu ' il ne vienne pas nous dire que c ' est un complot ! S ' il était propre , il aurait porté plainte , s ' agace-t-il. Ajoutant : Ici , on boit plus souvent du jus de pomme que du crémant. Comme tous les militants rencontrés , il redoute plus que tout la mise en examen définitive : La fin de la campagne va être lamentable .",0
"Pas sur ses affaires , tout le monde sait désormais ce que vaut sa probité. Mais il faut démonter son programme. Il ne drague plus que la droite A contrario , d ' autres soutiens de M. Macron s ' interrogent sur la stratégie à droite toute adoptée par l ' ancien ministre de l ' économie , qui multiplie les appels du pied aux électeurs conservateurs et repousse par avance certains ralliements , dont celui des hollandais. Macron a émergé sur le ni droite ni gauche , mais il ne drague plus que la droite , s ' étonne un cacique du PS .",1
"Dans la bataille d ' interprétation des résultats , la balance aurait alors nettement penché en sa faveur. Ce n ' est pas le cas. Le PS peut néanmoins , au moins facialement , enregistrer plusieurs motifs de satisfaction. Ce résultat est moins pire que ceux obtenus lors des municipales et des départementales , et que celui escompté il y a quelques semaines .",0
"Dans les travées ou au bar du théâtre, en revanche, l'indignation et les doutes sont perceptibles.« On s'en serait bien passés...Après l'affaire Benalla, ce n'est pas très facile », soupire Elise Fajgeles, députée (LRM) de la 5e circonscription.« On est tous abasourdis », glisse Anne-Christine Lang, députée de la 10e circonscription de Paris.",0
"A peine élu, il a décidé de rejoindre le groupe UMP.Il y a été fêté comme un héros.FINS DE RÈGNE TOUJOURS CRUELLES   Pendant ce temps, M. Larcher, un verre à la main, picore dans les plateaux qui n'ont pas encore été liquidés.Un mot à chacun - « on s'appelle demain, sans faute » -, un bras sur l'épaule de son interlocuteur.",0
"Fin décembre 2017, dans une passe d'armes inédite avec l'Insee, Bercy avait « contesté ­formellement » les ­conclusions de l'institut de ­statistiques, qui indiquaient que les mesures ­Macron grèveraient le pouvoir d'achat des ménages en 2018.Au sein du groupe LRM, ­plusieurs députés défendent la nécessité de prendre des mesures supplémentaires, dans l'espoir de dissiper l'image de « président des riches » qui colle à la peau d'Emmanuel Macron, et de ­répondre aux attaques de l'opposition.« Je veux m'investir prioritairement pour la défense du ­pouvoir d'achat des travailleurs pauvres », explique au Monde Brigitte Bourguignon, la présidente LRM de la commission des affaires sociales de l'Assemblée.L'ex-socialiste, qui se veut désormais le fer de lance du « pôle ­social » de la majorité, plaidepour le rétablissement de l'exonération de cotisations sociales sur les heures supplémentaires.",1
"Cela montre qu ' il y a de l ' espoir , confie-t-il en souriant. A l ' UMP , peu misent sur sa victoire face à la tête de proue du Front national. C ' est un bon conseiller mais pas un bon candidat , tranche un ex-ministre. C ' est perdu d ' avance et il le sait , selon un autre .",1
Peu importe que son premier ministre rêve d ' être à l ' Elysée à sa place. Peu importe que le premier secrétaire du PS soit un homme qui l ' a toujours critiqué. Peu importe que son plus proche collaborateur ait été ministre dans un gouvernement de droite. Le chef de l ' Etat disait qu ' il voulait enjamber comme si de rien n ' était les élections municipales .,0
"Il fait un pari courageux, mais dangereux.Il part pour éviter le risque de la banalisation ou de l'étouffement, mais il prend un autre risque, celui du vide.Maintenant, on va bien voir ce qu'il a dans le ventre , confie un conseiller ministériel.Pour faire de la politique, il faut représenter une catégorie sociale.",1
"La partie d'échecs continue.Un débat sur la présence militaire française en Afghanistan sera organisé lors de la session extraordinaire du Parlement convoquée à partir du 22 septembre.Et, pour la première fois, celui-ci sera suivi d'un vote, « en application de l'article 35 de la Constitution issu de la révision votée en juillet », a annoncé un communiqué de Matignon, vendredi 22 août.C'est un véritable changement de pied.",0
"Les attentats parisiens , puis les immenses marches citoyennes du 11 janvier ont bousculé , sinon balayé , ces spéculations. De bon ou de mauvais gré , chacun a dû reconnaître que le président a remarquablement affronté l ' épreuve. Il paraissait flotter dans son costume élyséen ; il l ' a endosséavec autant d ' autorité que d ' humanité. Il était ballotté par les événements ; il les a dominés .",0
"Quel est l ' avenir pour nos enfants ? Quelle que soit l ' incroyable énergie déployée par les responsables associatifs , les jeunes et les mamas qui s ' efforcent de transmettre les valeurs de la République . Alors que les élus , eux , semblent totalement dépassés par la situation. Mais comment y faire face ?",0
"De la vertu des nuits blanches.Ce projet me pose un vrai cas de conscience.» En quelques mots, la députée La République en marche (LRM) Emilie Chalas a résumé le malaise qui régnait au sein de la majorité, mercredi 7 février, en commission des lois.Les élus ont adopté, en deuxième lecture, une pro­position de loi sur les migrants soumis à la règle européenne dite de « Dublin .",0
"Le Sénat possède également, dans la même rue, les bâtiments situés au 20 et 26 à 36, ainsi que les immeubles des 6, 8, 10 et 13, rue Garancière, 9, 11 et 13, rue de Servandoni, 20, rue de Tournon, 92, boulevard Raspail et 75-77, rue Bonaparte.Ainsi les principaux dignitaires du Palais du Luxembourg et ses hauts fonctionnaires bénéficient-ils de conditions de logement défiant toute concurrence.Encore le Sénat a-t-il dû renoncer à contre-coeur, en 2005, aux logements de fonction dont il avait l'usage au château de Versailles.Après la polémique suscitée par l'affaire du duplex de 600 mètres carrés occupé par l'ancien ministre de l'économie Hervé Gaymard, le président de l'Assemblée nationale, Jean-Louis Debré, avait fait adopter une proposition de loi restituant au château de Versailles les 25 000 mètres carrés - à l'exception de l'aile du Midi, où se réunit le Congrès - distraits par le Parlement.",0
"» C'est devenu le nouveau dada des députés.Rapports, colloques, groupes de travail...Les initiatives pullulent sur ce sujet depuis un an.Cette notion sera également au coeur des débats sur la réforme de la Constitution, discutée depuis mardi 10 juillet à l'Assemblée nationale.",0
"En juin 2015 , M. Cambadélis souhaite préserver au maximum les équilibres internes issus du précédent congrès , celui de Toulouse à l ' automne 2012. Soit une aile gauche minoritaire face à un axe gouvernemental le plus large possible. Photo Mais un tel exploit réclame de réunir dans un même ensemble des familles socialistes , de Manuel Valls à Benoît Hamon et Martine Aubry , qui affichent désormais leurs divisions. , expliquait ces derniers jours l ' entourage du premier ministre. Valls et Aubry sur la même photo , ce n ' est pas gagné , mais on va devoir y travailler Pour la frange la plus critique du PS , l ' issue du congrès dépend fortement de l ' interprétation politique qui sera tirée par l ' exécutif des résultats des départementales qui s ' annoncent déjà comme un échec pour le pouvoir. , prédit un responsable du PS .",1
"C ' est un engagement présidentiel. Juridiquement , c ' est à l ' entreprise de prendre ses responsabilités. M. Hollande ne semble pas considérer l ' écologie comme prioritaire. Le regrettez-vous ?",0
"Le ­départ d ' Emmanuel Macron , qu ' ils ont vécu comme une trahison , fait gagner des points au premier ministre. A l ' usage , je trouve que Valls est assez loyal , pas comme Macron , qui est un manipulateur. Avec Valls , on sait où on va , il est transparent. S ' il a une chose à dire , il la dit , mais s ' il y a un problème , il est là , explique un proche du ministre de l ' agriculture .",1
"Jeudi 20 décembre, c'est en très petit comité et sans prévenir personne que le chef de l'Etat s'est rendu à Soissons (Aisne) pour y rencontrer des professionnels de l'enfance maltraitée.« Retrouver de la hauteur » A l'issue de cette visite sans caméra, Emmanuel Macron a rejeté l'idée qu'il se déplaçait « à la ­sauvette », insistant sur le besoin de rencontrer des gens sans délégation.« Je vais multiplier les déplacements en début d'année », a-t-il assuré, notamment pour rencontrer des maires dans le cadre du « grand débat .« Le président doit se représidentialiser, retrouver de la hauteur, s'extraire du quotidien », conseille un familier de l'Elysée.",1
"Mais rien n ' indique que cette solution ait les faveurs de l ' Elysée. Redistribuer plus , c ' est bien , mais on fait comment ? Et on redistribue quoi ? , avoue ce même proche. D ' un autre côté , une partie des socialistes , proches de M. Valls notamment , vont pousser dans la direction d ' une recomposition de la gauche , pour travailler avec le centre .",1
"« C'est une accélération de nos mesures de justice sociale, qui étaient étalées dans le temps », décrypte sa collègue (LRM) de Paris, Laetitia Avia.« Revenir en arrière nous affaiblirait » Mais au-delà de cette accélération du volet social du programme, pas question de détricoter ce qui a été entrepris depuis le début du quinquennat.Les « gilets jaunes » réclament le retour de l'impôt de solidarité sur la fortune?« Pendant près de quarante ans, il a existé.",0
