title,label
"After Seeing His Wife In Sexy Photoshopped Photos, A Husband Said He Missed Her ""Flaws""",1
Rainbow Bagels Are Here And We Can't Keep Our Shit Together,1
Pete Wentz's Emo Dating Profile Will Make You Nostalgic AF,1
16 Most Imaginative Art Vines Of 2015,1
First casualty of French riots reported,0
If Wedding Magazines Were More Realistic,1
Louisville Clears Another Hurdle in Big East,0
We Need To Talk About Blanket Scarves,1
Opposing a nuclear waste dump in the Northern Territory,0
Kansas Governor Signs Bill on Offering Ultrasounds Before Abortion,0
Great News: Adele And Britney Spears Are Practically BFFs Now,1
13 Breads for Your Thanksgiving Table,1
Pirates seize Greek-owned ship off coast of Yemen,0
California Says It Cannot Afford Overhaul of Inmate Health Care,0
"Cisco Buys Pure Digital, Maker of Flip Cameras",0
19 Snapchats Every Girl Who Shops At Target Has Sent,1
"Pittsburgh playwrights pen furry musical, invite Anthrocon attendees to observe reading",0
Australia commits more troops to Afghanistan,0
United States Homeland Security network monitors suspicious activity,0
Three American hikers arrested in Iran,0
7 Facts About History That Will Blow Your Mind,1
"Yes, She Can: Faith in Rachel Alexandra Is Repaid A Filly Holds Her Own for Her New Team",0
McCain volunteer fakes mutilation by Obama supporter,0
11 Music Videos That Will Make You Feel High AF,1
Metal singer Ronnie James Dio dies aged 67,0
Amsterdam pet shop owner creates beer for dogs,0
These Award Winning Photos Of Wild Animals Are Hilarious,1
19 Words You Don't Actually Understand Unless You Went To The University Of Michigan,1
ETA bomb kills soldier in northern Spain,0
30 Questions We Still Ask Our Moms,1
"42 Things I Thought During ""American Horror Story: Hotel"" Episode 7",1
"Please Stop Saying ""Literally""",1
Zimbabwe begins vote recount,0
"Over 70 businesses in Bristol, United Kingdom given zero star rating for food hygiene",0
19 Things You Saw Every Single Time You Went To Grandma's House,1
Taking Long View on Pay at Banks,0
Nine Killed as Tornado Rakes Oklahoma,0
U.N. Leads Evacuation From Sri Lanka,0
Rail network in Kashmir comes under attack,0
"Britons, Held for 2 Years, May Be Freed in Exchange",0
"Wikinews interviews Jeremy Hanke, editor of MicroFilmmaker Magazine",0
11 Planners That Will Help You Get Your Shit Together In 2016,1
Dubai World to receive $9.5 billion in government aid,0
German football goalkeeper Robert Enke is dead,0
21 People Who Slayed In African Ankara Print,1
Unexploded WW2 Bomb discovered at Schiphol Airport,0
Which Kardashian-Jenner Girl Are You,1
27 Low-Carb Dinners That Are Actually Delicious,1
Global Orgasm for Peace anti-war demonstration held yesterday,0
13 Awards You Deserve If You've Ever Had A Period,1
19 Soul Food Recipes That Are Almost As Good As Your Mom's,1
Here's What Child Actors From '00s Disney Channel Shows Look Like Now,1
China plans to ban smoking in indoor public places,0
Tell Us About Yourself(ie): Ta'Rhonda Jones,1
This Is What To Do If Someone's Tickling You,1
"ING Will Cut 7,000 Jobs and Its Chief Will Leave",0
Argentina Decides to Move Up Its Elections,0
Drake Performed At A Bat Mitzvah And Made Some Tweens Very Happy,1
Thai-Cambodian generals in talks after border clash kills two,0
"PSA: There's A Chrome Extension That Blocks ""Star Wars"" Spoilers",1
Prisoners escape from Afghan jail after Taliban attack,0
13 Art History Hotties You'll Want To Fuck,1
Two deaths unreported in Natrecor study,0
American Kids Tried Dinners From Around The World And Their Reactions Were Next Level,1
These Are The Two Times Jennifer Lawrence Has Been Most Embarrassed In Her Life,1
K.H.L. Leader Chides N.H.L. On 2014 Games,0
"East German Stasi Spy Killed Protester, Ohnesorg, in 1967",0
Iranian diplomat abducted in Pakistan,0
"16 Things You Never Knew About The Cast Of ""The Maze Runner: The Scorch Trials""",1
"26 ""Harry Potter"" Quotes Made Hilarious By Replacing ""Wand"" With ""Penis""",1
18 Confessions About Proposals That Will Make You Glad You're Single,1
Can You Guess These Drake Songs By The Emoji Sequence,1
"Seven-year-old raises £100,000 for Haiti in sponsored bike ride",0
British Boxers Fight for the Spotlight,0
22 Times Mid-'00s Rihanna Proved That Everyone Is Capable Of Mistakes,1
Colombian police claim that Venezuelan government paid FARC rebels $300 million,0
Cambodian woman found after 19 years of jungle life,0
Egyptian teacher who killed child receives prison term,0
Christian Science Monitor to cease daily print publication,0
"New Heyday for an Old Giant, the Golem",0
10 Delicious Recipes That Are Made With Coconut Milk,1
"Goku From ""Dragon Ball Z"" Destroys ""Street Fighter II"" Characters In This Awesome Video",1
The Six Girls You Date On Tinder,1
Congressional panel concludes Gulf War Syndrome a legitimate condition,0
Starbucks to Sell Instant Coffee,0
19 Phil Dunphy Dad Jokes That Are Guaranteed To Make You Laugh,1
Endeavour Launching Is Rescheduled for Wednesday,0
"39 Of The Best Moments In The History Of ""America's Next Top Model""",1
WTF The Fuck Is Going On With Harry Styles' Trousers Right Now,1
"Wikinews interviews Jim Babka, chair of Libertarian organization Downsize DC",0
9 Killed in Coordinated Attacks in Afghanistan,0
"Several large explosions reported in Xinjiang, China",0
"Michael Jackson film ""This Is It"" to be premiered in at least 15 world cities simultaneously",0
"16 ""The Simpsons"" Questions That Are Impossible To Answer",1
"Road accidents, suicide, pregnancy and violence among top killers of world's youth",0
At least seven dead after bomb blast in Northwestern Pakistan,0
Were New Orleanians caught in political crossfire?,0
"Its Population Falling, Russia Beckons Its Children Home",0
"Bob Barker retires as US host of ""The Price is Right""",0
F. Scott Fitzgerald house struck by lightning,0
Can We Guess What You Hate Most Based On How You Swear,1
"What Are Your Favorite ""Grey's Anatomy"" Relationships",1
Investor Group  Takes Madoff to Bankruptcy Court,0
Eight US soldiers killed in Afghanistan after clash with millitants,0
British poet Peter Porter dies at age 81,0
"23 Gifts For People Who, Like, Actually Camp",1
"This Vine Is The Only ""Hotline Bling"" Meme You Need To See",1
We Know What Season You Were Born In Based On Random Questions,1
19 Shameless Things That Happen When You Become Obsessed With A Band,1
Former Texas nurse charged with murder for allegedly injecting bleach into patients,0
Find Your Style With BuzzFeed's Health & Beauty Newsletter,1
"Avenged Sevenfold drummer James ""The Rev"" Sullivan found dead at age 28",0
"Apple releases iPhone SDK, announces upcoming update",0
Justin Timberlake And Jimmy Fallon Did Another History Of Rap And It Was Perfection,1
Teen sex conviction in Australia for Mi-Sex manager,0
22 Things That Would Be Different If Disneyland Were In Canada,1
"Here's How To Play ""Fallout 4"" As Imperator Furiosa",1
Explosion in Russia kills 10: authorities suspect Chechen involvement,0
Tensions Flare as Russian Soldier Seeks Asylum in Georgia,0
Justin Bieber's Dad Sent This Really Awkward Tweet About His Son's Penis,1
STS-116 launch scrubbed,0
19 Names You Won't Believe People Gave Their Babies In 2015,1
Up to 31 women sue UK police force over rapist officer,0
We Know What Popular Song You Hate Based On One Question,1
Watch Deepika Padukone Make Fun Of Ranbir Kapoor For Being Terrible At The Internet,1
15 Times Paris Geller Was Brutally Honest,1
Zimbabwe cabinet meets without MDC ministers after boycott,0
Injunction fails to stop decision on waterfront stadium in New Zealand,0
These Oreo Chocolate Chip Brownies Are Basically A Work Of Art,1
Fiat Nearing a Deal for Chrysler Stake,0
We Had Celebrities Try Jell-O Shots On The Golden Globes Red Carpet,1
Maroochydore defeat University in week five of Sunshine Coast Rugby Union,0
We Know If You're A Lipstick Or A Lip Gloss Fan,1
European Papers Find Creative Ways to Thrive,0
"European football: Benayoun, Babel move to Liverpool",0
Mansour announces election plans for Egypt after violence and protests,0
Mars Rover Doing Well After Memory Glitch,0
Puerto Rico Just Opened Up The Dress Code For LGBTQ Students,1
21 Reasons You Should Date A Canadian,1
How Much Do You Actually Know About Cooking,1
Yankees Will Have a While to Think About Latest Loss to Red Sox,0
WTO calls meeting on trade finance and economic crisis,0
Where Should You Actually Live Based On Your Taste In Pizza,1
"Which ""AHS: Hotel"" Character Matches Your Star Sign",1
Lesher and Weston Leave Paramount and Are Succeeded by Goodman,0
"Hundreds attend ""International Peace Conference""",0
Are Your Hook Up Habits Like Everyone Else's,1
We Know Your Favorite Dog Breed Based On Your Favorite Snack,1
"Though Hobbled, North Carolina Gets by Virginia Tech",0
Iraqi Airways drops flights to United Kingdom and Sweden,0
Warner Music Is Singing Again,0
High school basketball star dies after making game-winning shot in overtime,0
Waterboarding Used 266 Times on 2 Suspects,0
Here's What You Should Watch On Netflix During The Blizzard,1
Vestas occupation continues; left-wing political parties voice support,0
"In Myanmar, Celebrating With Water, Letting Off Steam",0
Warren Buffett and the Rating Agencies,0
16 GIFs That Will Actually Help You In Maths Class,1
15 Things Everyone With A Great Memory Will Understand,1
American Woman Is Freed After Philippines Abduction,0
"14 Times ""Ginger Snaps"" Perfectly Summed Up Your Teen Girl Angst",1
32 Jaw-Dropping Halloween Makeup Ideas,1
"An Indiana Town Appreciates Obama, and That Stimulus Cash, Too",0
For Everyone Who's Standing By Kesha,1
Social Networks Spread Defiance Online,0
University of Alabama football team clinches No. 1 spot in AP poll,0
Strongest earthquake in 150 years hits Costa Rica,0
"Don't Body-Shame Ariel Winter, Because She Will Clap Back",1
What It's Like To Kiss Another Woman For The First Time,1
21 Tumblr Posts That Are Way Too Real For All Uni Students,1
How It Feels To Be An Atheist In A Highly Religious Society,1
Modern Relationship Struggles,1
33 Everyday Words With Hilariously Punny Double Meanings,1
This Is How You Should Blend Your Hair With Different Weaves,1
Cafe Experience Is Shifting to the Home,0
18 Struggles Everyone Who Hates Crowds Will Relate To,1
Greek parliament passes austerity bill,0
What Percent Voldemort Are You,1
Madoff Lawyer Presses Case for Bail,0
"35 Questions We Want The ""Gilmore Girls"" Revival To Answer",1
Bull fighting banned in Catalonia,0
25 Small Things That Are Actually Huge For People With Anxiety,1
"I, A Person Horrible At Eyeliner, Tried Pinterest Eyeliner Tips",1
Jenson Button wins half of the 2009 Malaysian Grand Prix points,0
First Active offer 100% mortgages in Ireland,0
You Can Now Show You're Really Interested On Tinder By Swiping Up,1
British Climatic Research Unit's emails hacked,0
Number of suspects in Finnish dogfighting case rises to ten,0
President Urges Public Patience on Economy,0
"Back on Hill, Automakers Defend Dealer Closings",0
Thousands protest Iraq war in Washington D.C.,0
Firms Track and Sell Data on All Your Web Clicks,0
New UN Secretary General assumes post,0
Healing ozone layer may contribute to global warming,0
#COCKROACHESANDCHER Is The Most Important Hashtag Of This Century,1
"Muslim leaders don't accept ""pressured"" apology",0
Kris Jenner Didn't Like That Kylie Got Her Lips Done,1
"""Saturday Night Live"" Proved Adele Is The Only One Who Can Unite Us All",1
Study links breast cancer to Western diet,0
Three-year-old girl found unharmed at site of fatal shooting,0
Massive flooding in China; over 550 thousand evacuated,0
"Jessie J Sang Little Mermaid's ""Part Of Your World"" And It's Insane",1
97 Of The Best Things In The World,1
For Everyone Who Is Obsessed With Daryl's Arms,1
Brain dead woman gives birth,0
"Norwegian airline opens new domestic destinations from Moss Airport, Rygge",0
Bush has a rehearsed tele-conference with US troops in Iraq,0
We Know Which Fan Fiction You Should Read Based On Your Fandom,1
NY Times says Hillary Clinton accepts US Secretary of State position,0
German and Swedish foreign ministers agree on Gaza standpoint,0
"Which ""SNL"" Character Matches Your Zodiac",1
Turkish Premier Reaches Out in an Important Kurdish City,0
This Is The Worst Thing I Ever Did,1
This Piglet And Puppy's Unlikely Friendship Will Melt Your Heart,1
This Color Test Will Reveal Your Sex Secret,1
Can You Identify The TV Show Based On These Screencaps Of Drinks,1
20 Cats Who Are Ready AF For Thanksgiving,1
No-confidence vote initiated against Romanian cabinet,0
Train accident in Spain kills at least twelve,0
43 dead in Iraqi bomb blast,0
"Obama Undercuts Whistle-Blowers, Senator Says",0
"For the Honda Brand, a Cinematic Stroke",0
Are You More Kendall Or Kylie Or A High-Tech A.I. That Doesn't Know It's A Computer Simulation,1
This 19-Year-Old Creates Jaw-Droppingly Realistic 3D Art That Will Make You Do A Double Take,1
More and More Teams Pitch Around Pujols,0
Bank Regulation Case Pits U.S. Against States,0
"Do You Think ""Post To Be"" Is One Of The Greatest R&B Collaborations Of All Time",1
Can We Guess How Much Money You Made In 2015,1
"Which ""Durarara!!"" Character Are You",1
"In Clash Between Koreas, Fishermen Feel First Bite",0
Two Chinese Airlines to Combine,0
The Devastating Aftermath Of The Great Emma Stone And Andrew Garfield Split Of 2015,1
19 Friendship Bracelets You And Your BFF Seriously Need,1
Hindu Holy Men in India threaten to boycott Ganges River Festival because of pollution,0
62 Thoughts We've All Had While Shopping At Target During The Holidays,1
Armed gunmen attack cruise ship off Somali coast,0
Australian TV show The Chaser breaches APEC security; 11 charged,0
Suicide attack hits Iranian Revolutionary Guard commanders,0
22 Times The Kardashians Proved That They're Actually Hilarious,1
"Municipal Bond Funds, in Starring Roles",0
Insurers Ask Whether TARP Aid Is on Its Way,0
Brazilian soccer player's mother has been kidnapped,0
New Internet site PleaseRobMe claims to reveal location of social networkers,0
"""Hunger Games"" Stars Honor Paris Victims With Mockingjay Pins",1
Government Offers Details of Bank Stress Test,0
"Macklemore Has Released A Track Called ""White Privilege II"" And It's Something",1
"Mayor of Baltimore indicted on theft, perjury",0
10 Places To Travel In 2016,1
18 Newborn Puppies Ready To Take On The World,1
Toxic Dose of Selenium Cited in Deaths of Polo Horses,0
"Steelers Arrive, Talking About Short Messages and a Tall Receiver",0
Bill Changing Credit Card Rules Is Sent to Obama With Gun Measure Included,0
21 Thirstiest Men Of 2015,1
21 Adorable Things You Need If Pigs Are Your Favorite,1
17 Beautiful Rooms For The Book-Loving Soul,1
How Many Of These Animals Do You Want On Your Squad,1
"Wie, Creamer and Lincicome Lurk Behind Leaders at Sybase Classic",0
"Even as a Support Rider, Armstrong Receives Most of the Attention",0
HUD hoaxer calls attention to lack of affordable housing,0
McLaren Mercedes drivers snatch the front row for 2007 Hungarian Grand Prix,0
21 Reasons Daniel Norris Is Absolute Human Perfection,1
NASCAR: Edwards wins 2010 Kobalt Tools 500,0
95 Thoughts Everyone Has When They Are Stoned AF,1
India wraps up Test cricket series win in England,0
"Here's What The ""Peanuts"" Cast Would Look Like As Fashion Models",1
A High School Football Star Was Paralyzed After A Person Texted While Driving,1
Can We Guess How Much Pizza You Ate In 2015,1
"From the Open Road, Back to the Cart Path",0
Cereal Isn't Cool In 2016,1
'Statues of Democracy' removed in Hong Kong,0
42 Photos Of What It Looked Like Inside Kanye West's Fashion Show,1
British police launch computer hacking investigation,0
Are You The Only Person Who Doesn't Care To Watch The New Star Wars Movie,1
Watch Divorced Parents Tell Their Son's Stepparents How They Really Feel About Them,1
Democrats in Congress Are Ready to Pare Budget,0
Trial against Church of Scientology begins in France,0
6 Untrue Facts About Mental Health You Probably Believe,1
Jobless Angry at Possibility of No Benefits,0
"This Dad Had A Brilliant Response For When A ""Small-Minded"" Commented Didn't Approve Of His Son's Costume",1
I'm Asexual But I'm Not,1
How Evolved Are You,1
London bus bomb 'an hour late',0
"Man is waiting for 139 days in front of theater for ""Star Wars"" movie",0
We Can Tell Whether You're Clean Or Gross By Answering These Questions,1
A Family Has Been Making These Amazingly Awkward Christmas Cards For 13 Years,1
Someone Pranked Their Parents By Plastering 168 Rob Lowe Faces Everywhere,1
"Fischer suffers seizure, collapses during Red Wings game",0
Obama Telephones Afghan President,0
"Video of Beheading of Pole Held by Taliban Is Real, Official Says",0
Freshwater lakes in Texas show signs of extreme drought,0
Indian Parliament irate as Russia poised to ban Bhagavad Gita,0
New South Wales ALP loses support first time under premier Iemma,0
"Ibrahim Ferrer, Cuban singer, dies at 78",0
"Explosion partially destroys intelligence building in Rafah, Egypt",0
18 Times The Internet Told The Truth About Grandmas,1
What's The Comfiest Halloween Costume You've Ever Worn,1
"In Ohio, a Growing Market for the Mexican Drug Trade",0
"King of Swaziland seeks thirteenth bride, continues to cause ire",0
Christian protesters try to disrupt first Hindu prayer in US Senate,0
Do You See These Drawings The Same Way As Most People,1
StarOffice 8 launched,0
Top militant in Pakistan killed by suspected US missile drone,0
Over 30 killed in a Baghdad restaurant bombing,0
Boston University Stuns Miami to Win Fifth N.C.A.A. Title,0
UK Christian group plans to highlight concerns about new law by using it to ban the Qur'an,0
5 killed in return bus trip from marching band competition,0
An Emergency Plan Of Action For When A Family Member Follows You On Twitter,1
11 Ways Your Makeup Can Literally Turn You On,1
The Strange Case Of The Woman Whose Skin Was Turned Into A Book,1
"Emilia Clarke And Jason Momoa Had The Cutest ""Game Of Thrones"" Reunion At Paris Fashion Week",1
"Actor Ryan Thomas involved in car crash in Manchester, England",0
Suit Says Medical Firms Urged Unapproved Use of Devices,0
"Can You Guess The ""Friends"" Episode Title From Emojis",1
How Well Do You Remember These '90s Premier League Goalkeepers,1
Papadopoulos eliminated in Cypriot election,0
15 TV Characters Who Prove Slytherins Are Actually The Best,1
"Reminder That Chad From ""High School Musical"" Is All Grown-Up",1
Bomb Kills at Least 76 in Baghdad Market,0
"After Long Layoff, Baker-Finch Back at Colonial, Site of First PGA Win in 1989",0
"This ""Gilmore Girls"" Fan Designs Beautiful Posters Inspired By The Show",1
"In Venting, a Computer Visionary Educates",0
European Commission publishes progress report on Western Balkans,0
Kate Winslet Keeps Her Oscar In Her Bathroom So People Can Practice Their Own Acceptance Speeches,1
"U.S. Needs to Clarify Cyberwar Plans, Panel Says",0
Canadian MP crosses from Conservative to Liberal party,0
US minimum wage moves to Congressional negotiations,0
Chameleon snake discovered in Borneo,0
29 Things You'll Understand If You Went To Uni In The Mid '00s,1
World's Largest Ball of Twine Turns 50,0
Australian 1976 Cabinet papers released,0
Manhunt on for gay bar attacker in Massachusetts,0
Jimmy Kimmel Introduced The Most Famous Julia Roberts To A Bunch Of Civilians Also Named Julia Roberts,1
"12 Christmas ""Would You Rather"" Questions That Are Difficult To Answer",1
U.S. minimum wage gets first federal boost in a decade,0
Israeli soldier convicted of killing British activist in Gaza Strip,0
UN attacks Gbagbo military positions in Ivory Coast,0
"Can You Name These ""Bake Off"" Technical Challenges",1
"Here's How To Do Therapy On Yourself, According To A Therapist",1
This Crossword Is For Everyone Who's Obsessed With Taylor Swift,1
Bill Murray Came To BuzzFeed And Gave Us Some Damn Good Life Advice,1
Boxer Ricardo Williams Jr. Leaves Prison and Returns to the Ring,0
F.A.A. Releases Data on Bird Strikes,0
A Choice for Drug Czar,0
Felipe Massa wins 2008 European Grand Prix,0
Australian Football League: Clubs threaten to take home games interstate,0
"Which Hogwarts Houses Do These ""Star Wars"" Characters Belong In",1
"Golf Shoes to Improve Your Style, and  Your Game",0
Who Said It: Donald Trump Or Kanye West,1
Women Are Doing Tropical Eye Makeup And It's Mesmerizing,1
This Woman Wrote A Beautiful Facebook Post About Cancelling Her Wedding Because Of Dowry,1
23rd Southeast Asian Games officially begins November 27,0
Controversy over Liverpool fan jailed in Bulgaria,0
7 Awesome Ideas For Easy Weeknight Dinners,1
Marriage Ban Donors Feel Exposed by List,0
Search continues for victims of Indonesian volcano eruption,0
A Three-Year Starter at Duke Watches and Waits,0
Major League baseball player Manny Ramirez receives 50-game ban,0
More troops for southern Thailand troubles,0
15 Times Donald Trump Was Anyone Who's Ever Thrown Up,1
Can You Tell If It's A Bukowski Poem Or Actually A Porno,1
A 9-Year-Old Boy With Cerebral Palsy Won Everton's Goal Of The Month Contest And The Whole Thing Is Amazing,1
"After Stimulus Package, Pentagon Officials Are Preparing to Pare Back",0
"Volatile stock market, credit woes persist",0
16 Honest Confessions From People Wearing Purity Rings,1
17 Problems You'll Understand If You're Tall-Ish,1
Images show new dimension to Saturn's rings,0
Defense rests in Michael Jackson case,0
Luis Soltren surrenders in 1968 hijacking of Pan Am 281,0
Lou Piniella retires after fifty years of baseball,0
Can You Name These Muppets,1
13 Totally Genius Birthday Cakes For Kids,1
"Hey America, We Need To Talk About Your Terrible Ketchup Habits",1
Tropical Storm Blanca forms in the Pacific,0
Typhoon Melor on path towards Japan,0
"Which ""True Blood"" Character Should You Date Based On Your Zodiac Sign",1
33 Dwight Schrute Jokes That Still Make You Laugh Every Time,1
This Food Stylist Gave Us 5 Tips To Make Normal Food Look Amazing,1
37 Of The Best Street Cats Of 2015 And Also A Few From 2014,1
Newspaper refuses to utilize leaked documents in article,0
An Amputee Wasn't Allowed To Board Her Flight Until She Stripped And Removed Her Prosthetic Leg,1
Uzo Aduba On Why We Need More Characters Like Crazy Eyes,1
"The Catalina Wine Mixer From ""Step Brothers"" Is Actually Happening",1
21 Times Bernie Sanders Reminded Every Brooklynite Of Home,1
Presidential election held in Afghanistan,0
This Man's Insane Makeup Art Will Straight Up Mesmerize You,1
Pigskin A Blanket: NFL Week 9 Picks,1
Thoughts You Have While Waiting To Get Tested,1
27 Things For People Who Have Run Out Of Fucks To Give,1
2008 Tour de Taiwan Stage 4: Intensive circulation at Taichung City,0
Australia women's national goalball team loses 0-3 to United States in pool play in London,0
Do You Actually Prefer Guys Or Pies,1
12 Animal Christmas Ornaments That Are Too Cute For Words,1
Toshiba Transatlantic Challenge - success,0
My Network TV in an Overhaul,0
"Native Hawaiians blockade historic palace to restore ""Hawaiian nation""",0
You Need To Stop And Look At These Happy Reindeer Right Now,1
ACLU: Gen. Sanchez possibly perjured himself at 2004 Senate inquiry,0
23 Leonardo DiCaprio Faces That Are Basically You,1
Forging a Hot Link to the Farmer Who Grows the Food,0
Never Forget Hilary Duff Once Sucked A Dude's Thumb In A Music Video,1
16 Foot Asteroid Passes Between Earth and Satellites,0
We Know Your Hogwarts House Based On The Things You Hate,1
Ex-Officer Is Charged in Killing in Oakland,0
15 Mind-Blowing Ways To Eat Apples,1
"As Economy Slows, Americans Are Moving Less",0
Australia Reports Rescue at Sea of Two Men Adrift in an Icebox,0
Inside The Natural History Museum's Wonderfully Creepy Room Of Things In Jars,1
New York legalizes same-sex marriage,0
Hot Guys Holding BB-8 Is The Only Thing You Need To See Today,1
US military confirms three deaths after B-52 crash off Guam,0
How To Make The Thanksgiving Stuffing Of Your Dreams,1
Gordon Brown becomes Prime Minister of the United Kingdom,0
US Secretary of Homeland Security Tom Ridge resigns,0
"Victory Charge at Players Championship, but From Stenson, Not Woods",0
How Well Do You Know The Countries of Africa,1
"After Criticism, CNBC Still Trusts in Cramer",0
"Ginsburg Shares Views on Influence of Foreign Law on Her Court, and Vice Versa",0
14 Surprising Gifts For Complete And Total Liars,1
Romanian PM and Siemens discuss Electroputere privatisation,0
Gigi Hadid Silencing Her Body Shamers Will Give You Life,1
This Indian Dancer Had Sex Reassignment Surgery To Live With Her Boyfriend From Pakistan,1
"Which ""Harry Potter"" Parents Are You And Your S.O. Based On Your Zodiac",1
This Beluga Whale Totally Stole The Show From Connecticut's Governor During A Press Conference,1
Guatemalan minister killed in helicopter crash,0
Heidi Klum Transformed Into Jessica Rabbit To Prove She's The Queen Of Halloween,1
Australian rules football: 2010 Gippsland Football League round 11 - Wonthaggi v Traralgon,0
Teamsters site suggests Tigger pardoned,0
CanadaVOTES: Liberal David Remington running in Lanark—Frontenac—Lennox & Addington,0
Will Smith Showered The Original Aunt Viv With Compliments,1
"Several injured in suicide bomb blast near police lane, Islamabad",0
38 Celebrities Who Are Celebrating Birthdays In December,1
Far-Right Israeli May Be Next Foreign Minister,0
Ian Paisley rejects Sinn Fein nomination,0
Arson charge for man who cleaned home with gasoline,0
James Harris And David Parnes Play A Game Of Him Or Me,1
Judge rules against student blogger's First Amendment claim,0
Which New 5 Seconds Of Summer Song Is Your Favorite,1
Wake Forest Redeems Itself Against Duke,0
"Are You More Disney's ""Sleepy Hollow"" Or ""Wind In The Willows""",1
Duhon Finishes With Style to Relief of Knicks,0
Wikinews interviews U.S. Constitution Party presidential candidate Max Riekse,0
Do You Know The Decade In Which These Movies Came Out,1
How Well Do You Know The Lyrics To Musicals,1
19 Things You Quickly Realize When You Move Into Your First Apartment,1
"31 Behind-The-Scenes Photos Of ""Grease: Live"" You Might Have Missed",1
Treat California Just Like G.M.,0
"Pirates seize tourist yacht near Seychelles, troops deployed",0
Discovery Space Shuttle Launch scheduled for July 13,0
"Sadr Is Silent, but Backers Work Behind Scenes",0
29 Beautiful Men With Beautiful Beards,1
6.3 magnitude quake strikes Papua New Guinea,0
Somehow A Shit Ton Of People Have No Idea Who Chris Pratt Is,1
Bush deploys military in the US for active duty as federal response force,0
A Move to Lift Confidence in Money Market Funds,0
"Iceland voters reject deal to repay billions to UK, Dutch",0
How Average Are You Actually,1
Illinois jury sentences Brian Dugan to death,0
MGM Averts Bankruptcy at CityCenter in Las Vegas,0
14 Curly Hair Tips That Actually Work IRL,1
Which Forgotten Game App Are You,1
Mets Make Most of Second Chance,0
21 Of The Best Things That Ever Happened In An Apple Store,1
Can You Guess The U.S. City From A Single Photo,1
9 Vitiligo Transformations That Prove The Power Of Makeup,1
"34 ""I Laughed So Hard I Cried"" Stories",1
Hot Debate Gives Way to Embrace of Obama,0
This Is How You Actually Have A Happy Halloween,1
Fans mourn death and celebrate life of Michael Jackson around the world,0
"18 Hilarious ""Star Wars"" Vines",1
"39 Thoughts I Have Every Time I Watch ""Love It Or List It"" On HGTV",1
Delaware Legalizes Betting on Sporting Events,0
EU looks set to continue arms embargo on China,0
Meet The Body-Positive Artist Who's Giving Trolls A Taste Of Their Own Medicine,1
Michael Schumacher calls off Formula 1 comeback due to injury,0
Four explosions at Spanish power station,0
Mets and Manuel Get No Relief From the Rain,0
21 Spooky Date Ideas For You And Your Boo,1
"Meet Alice In Wonderland's Daughter On Disney's ""Descendants: Wicked World""",1
"14 Texts That Are Way, Way Too Real For Nurses",1
"In Indonesia, Islamists Lost Political Ground",0
"Numbers Say Jackie Robinson Was Bold, to Little Effect",0
"Efforts to Curb Foreign Bribery Lack Vigor, Report Finds",0
UCLA basketball coach John Wooden dies at age 99,0
12 Low-Carb Bowls Of Soup That'll Warm Your Soul This Fall,1
39 Things That Completely Terrify Everyone Who Works In An Office,1
Here's What Happens When Tater Tots And Cheeseburgers Join Forces,1
23 Wildly Entertaining Wedding-Night Stories From Real People,1
"We're All So Over ""Columbus Day"" And We're Going To Rename It",1
Democratic Party reaches deal over Florida and Michigan,0
Apaches accuse Prescott Bush of robbing Geronimo's grave,0
25 Halloween Makeup Looks That Are Actually Easy,1
These Pit Bull Brothers Are The Cutest Thing You'll See All Day,1
Who Should Be Your First Male Co-Star,1
76 Things You'll Know After Three Years At University,1
Auto Supplier Lear Said to Prepare Chapter 11 Filing,0
Berlusconi proposes January elections if government fails to gain parliamentary majority,0
This French Artist Is Covering India's Walls With Some Amazing Graffiti,1
7 Dark Disney Origin Stories That Will Ruin Your Childhood,1
"DirecTV tunes out Trio, network in limbo",0
"Angelica Pickles' Best 18 Lines On ""Rugrats""",1
7 Things To Know Before You Travel Back In Time,1
22 Things That Will Be Way Too Real If You're A Girl Who Likes Girls,1
"Here's How Josh Radnor Feels About The ""HIMYM"" Finale",1
Rangers Honor Andy Bathgate and Harry Howell,0
"Stocks Slip, Despite a Friday Rally",0
"This College Marching Band Just Shut It Down With Their Amazing ""Hello"" Cover",1
27 Ways To Transform Your Favorite College Snacks Into Real Food,1
"Hey Indians, With Just One Question We Can Tell You If You're A Monster",1
"In April, Fed Weighed Purchase of More Debt",0
"Cat in Rhode Island, USA nursing home 'senses death'",0
Former Managing Director of Gambian newspaper appears in court,0
Naval Show to Feature Submarines From China,0
36 Times TV Blessed Us With Man Candy In 2015,1
32 Times Tumblr Truly Nailed Your Star Sign In 2015,1
Yachting Company Chief Pleads Guilty in UBS Tax Case,0
Welsh soap opera Pobol y Cwm celebrates 35 years on air,0
31 Gifts For People Who Freakin' Love Fruit,1
Mark Ruffalo Posted A Shirtless Pic Promoting Breast Cancer Awareness For Men,1
This Is The Most Rigged Crane Game You'll Ever See,1
"Pizza Lovers Rejoice, Someone Invented A Necklace That Holds A Pizza Slice In",1
A Sincere Ode To Uno From Everyone Who Has Ever Existed,1
This Artist Perfectly Captured Awkward Straight People Sex In A Comic,1
18 Struggles That Are Way Too Real For People Who Cry Easily,1
CanadaVOTES: NDP candidate Max Lombardi running in Cambridge,0
What Gift Should You Get For Yourself This Year,1
24 Times Anna Kendrick Was 100% Actually You,1
