text,value
"Vi svenskar har redan vunnit en jordskredseger. Tack flashback krigare, vi vann!!! Vi har tillsammans fått förrädarna i 7klövern. Att uttryckligen säga att dom har varit naiva. Sveriges elit har sagt att det mångkulturella experimentet i Sverige är över. Och dom erkänner att integrationen är totalt misslyckad. Förändring och ljusare dagar är på väg. Först kommer en storm för nu är hela Sverige yrvaket ur PK psykosen!!!. Håll ut svenskar, lyssna och njut!!!. Det är tack vare alla internetkrigare som vi har räddat Sverige! Oerhört Starkt jobbat!!!. En ny era kommer där vi kommer att kunna bygga upp ett paradis, ett svenskt paradis!!!. Tillsammans. Vi svenskar!!! Håll ut, var tålmodiga nu och var starka. Tolerera ingen skit. Gå stolta i erat fosterland och försvara det med all eran kraft!!!. Nu kör vi järnet och stålsätter oss med svenskt stål!!! Vi kan, vi är bäst och vi kommer vinna världens gillande åter igen!!!. Jag älskar er, vad duktiga ni har varit som skrivit alla inlägg i alla år. Nu är den positiva förändringen äntligen här!!! Nu ska alla elaka blattar UT UT UT!!!. Alla dom gånger ni har skrikit vakna över hela internet. Det krävdes att en stackars flicka fick ligga i blodslamsor på Drottninggatan och en mängd grova gruppvåldtäkter och bombdåd och skjutningar över hela Sverige som försegår och tilltar just nu. Men låt inte det skrämma er!!! Vi har Sveriges försvarsmakt!!!. Vinsten är vår!!! Bättre dagar kommer efter stormen som först kommer nu var så säkra!!! gå ut och njut i skolskenet och var svenskar!!!. Hur glada och hur njutbart är det här på skala 1 till 10? Är ni glada att 7klövern nu är yrvaket?.",0
"Henrik Schyffert gör nytt psyksjukt uttalande. Jaså?. Vi har aldrig varit så fattiga som vi är idag. Sveriges BNP per capita har inte ökat på 10 år. Sverige har nu sämst välfärdssystem i västvärlden. Vi har aldrig svultit så mycket som vi gör idag. 75 000 pensionärer svälter ihjäl i sina sängar eftersom kommunerna har inte råd med personal. Vi har aldrig varit otryggare än vad vi är idag. Sverige har nu 55 no-go zoner i Sverige där det kastas sten på poliser och annan blåljuspersonal. Polisen vågar inte ens åka in där längre, helt laglösa zoner. Sverige har flest IS-terrorister i Europa. Sverige har näst flest våldtäkter i världen. Män från muslimska länder våldtar 20 gånger så ofta än svenska män. Alla dessa problem beror på att vi tagit in ointegrerbara män från mellanöstern och afrika. Invandringen kostar 600 miljarder och är orsaken till alla nedskärningar i offentlig sektor. Sveriges skatter räcker inte till både välfärd och invandring. Är karln psyksjuk? Vad lever han i för Sverige? Bor han på Södermalm månne?.",0
"Vad är en rimlig kostnad för invandring? Som frågan lyder - vad är en rimlig kostnad för invandring?. I dagsläget finns inget tak. Vi är i princip beredda att tumma på levnadskvalité, välfärd, skola, vård/omsorg, precis allt. Bara vi kan inhysa ännu en invandrare i landet. Vad hände med Sverige och svenskar? Vi som byggt landet. Är vår enda uppgift bara att ge? Jag undrar om det finns en gräns för Sveriges självskadebeteende? Dom trötta gamla argumenten att ""men vi har det ju så bra ändå"" som motivation till varför vi ska tömma statskassan lite till, det kan folk glömma som argument. Många är de svenskar som inte har råd med julklappar till barnen, som varje månad får kämpa för att få pengarna att räcka till mat på bordet i slutet av månaden. Sluta glorifiera svenskars påstått, höga levnadsstandard. Det finns, i Sverige, år 2015, människor som kämpar varje månad för sin överlevnad. Jag såg senast i morse ett program på tv4 nyhetsmorgon där man talade om hur det känns när mamma/pappa blir gamla. Malou Von Sivers berättar om hur hennes mor, trots att hon var så svag att hon inte längre orkade inta föda ens genom sugrör, ändå nekades plats på äldreboende med motivationen att hon är frisk nog. Äldrevårdens budget är så knaper att man alltså tvingas neka döende människor plats på äldreboende, samtidigt som vi ständigt höjer anslagen för invandring. Vi behöver inte ställa svaga grupper mot varandra. Det gör socialismen och sjuklövern så bra alldeles själva.",0
"Jonas Sjöstedt: Obligatoriskt flyktingmottagande - och ökad mångkulturell skola. Jonas Sjöstedt menar att arbetslösheten är utökad anledning till att rasismen ökas. 1. Tror ni att integrationsproblematiken att försvinna med Sjöstedts satsningar? (Dvs att du inte får välja skola till dina barn, öka pengarna till DO & att varje kommun får ett obligatoriskt flyktingmottagande). 2. Hoppas ni att V minner valet? Tror ni Sjöstedt hade gjort ett bättre jobb än Ullenhag som integrationsminsiter?.",1
"PK media vs Verkligheten. Varför kan man inte läsa i Kvällspressen eller i normal PK media hur det verkligen ligger till med nysvensk-Importen? Varför skrivs det aldrig om våldtäkter, ålderdomsrån, fria bostäder, fria lägenheter - förtur till ta mig fan allt. I KLARTEXT! Frågan är om gemene svensk får ta del av detta - verkligheten? Det finns ju sidor som. och. - men hur når dessa nyheter ut till de som tror på att allt som PK-Löfven säger?. Om Svenska folket skulle få läsa och veta vars man ska läsa om dessa övergrepp som skes I LANDET så tror jag att det skulle bli andra bullar. Borde inte. fälla ner pungen och verkligen skildra. ?.",0
"Missnöjda asylsökande i Finland. Strömmen av asylsökande till Finland fortsätter tills vidare, men flera nykomlingar tycks ganska omgående ha ändrat sig då de konfronterats med den bistra verkligheten i Ultima Thule. Det kan vara värt att öppna en separat tråd i detta ämne - i synnerhet som många av dessa besvikna resenärer nu väljer att slå sig ner i Sverige i stället. Redan för några dagar sedan gick några besvikna irakier ut i sociala medier och avrådde bestämt sina landsmän från att komma till Finland. Jag skrev om det i en annan tråd. Och idag har AFP skickat ut en artikel om de nyaste invandringsnyheterna från Finland, naturligtvis illustrerad med den dumstrutskrönte kåpnissen som var med om att på torsdagskvällen kasta smällare mot asylsökande i Lahtis. Ett 15-tal irakiska män på busstationen i Torneå förklarar att Finland är skit, och att de vänder tillbaka till Sverige. 22-årige. vill för hela världen göra veterligt hur mycket han hatar Finland, där det inte finns något. och inga. och inga. , där gatorna är tomma på folk och det är förbaskat kallt hela tiden.",1
"Migrationsverket och etnisk segregation. Det har blåst en hel del kring migrationsverkets champagneskålande. Det må så vara, besynnerliga turer har det verkligen varit. Vad jag menar är betydligt allvarligare är den etniska segregation som migrationsverket tydligen, kanske t.o.m i största hemlighet, i alla tider har tillämpat. Som jag har lärts av de styrande i Sverige så skall vi alla leva i harmoni när väl det mångkulturella samhällssystemet har tvångsgenomförts. I det läget möts jag av detta:. Generellt kan jag säga att vi exempelvis håller etniska ryssar separerade ifrån tjetjener, etiopier från eritrianer, serber från bosnier och så vidare. Det behöver inte bli konflikter, men vi är ändå försiktiga med vilka vi placerar i samma lägenhet.. ........ Min världsbild faller samman! Vem skall jag nu kunna lita på?.",0
Hög invandring även med SD:s politik. Frågeställning: Hur tänker ni som röstar på SD istället för SvP som vill helt stoppa invandringen?.,0
"Jesus var också flykting - Präst oroad över SD:s frammarsch. God annandag alla Flashbackare - stalledrängar, stjärtgossar och alla andra!. Nu på morronen kollade jag Correns sajt för att se om. och. hade hunnit bemöta Gerda Anttis rysligt fördomsfulla och allmänt okunniga artikel. Jag rördes till tårar då jag läste om en orädd och frispråkig själavårdare, som på ett fullkomligt genialiskt sätt förmår visa hur de flyktingar det inhumana Sverige så brutalt visar på porten är Jesusbarn allesamman. (Eller jungfrur eller timmermän.). Den ärtige prelaten säjer också att han skäms om SD gör entré i riksdagen. Om det ändå skulle gå så illa, hoppas han att partiet snabbt ska försvinna från scenen. Bra så, fast jag gärna hade sett att han hade dissat SD med någon av de metaforer hans herre och mästare använde om fariséer och skriftlärda. Hade det inte varit nice som SD-väljare att höra sig kallas. eller liknas vid en. Nå, jag är säker på att han upplåter sin egen burgna prästgård till flyktingförläggning.",0
"Invandringens orättvisor. Min humanitet har miljön runt omkring mig och samhället i stort skalat av mig så länge. Jag känner ingen kärlek för någon människa längre förutom dom som ger mig någonting. Samhället talar om för mig att det är jag som är felet. En vit priviligerad hetrosexuell medelålders man. Medans jag ska betala skatt för att folk jag hatar från andra sidan jorden ska leva av min betvingade godhet. Jag blir alltså tvingad att försörja dom jag hatar samtidigt som jag blir bespottad av mitt eget folk. Till råga på det utsätter dom jag tvingas hjälpa mig för oprovocerat våld. Kaxighet, som ständigt talar om för mig att jag är ett svennesvin som har räddat dom undan bomberna och svält. Förenklat: Jag ska skatta, betala pengar, mata och ge till folk jag hatar för att dom ska ha det bra, när man tvingas skatta för att inte gå under själv får man (eller samhället i stort) en spark i ansiktet av dom man hjälper undan bomber och svält och en spark i ansiktet av sitt eget psyksjuka och dumnaiva folk som vit heterosexuell medelålders man. Upplever ni också dom här orättvisorna?. Kan ni komma på mer orättvisor med invandringen som jag missat som du upplever?.",0
Inga asylsökande klarar jobbkravet för PUT! Svt-text sid 114. Är nån förvåndad (utom regeringen)?. Var är kompetensregnet?.,0
"I väntan på avvisning - Tema: snyftartiklar. Asylsvenskan, f.d. Sydsvenskan, går ut hårt i en serie PK-artiklar om avvisningar som inte verkställs, av olika skäl. Dock mycket fokus på kurder. (obs! läs artiklarna i sin helhet). Hur har det kunnat gå så här långt? Tusentals illegala har fått papper på beslut men länderna vill inte ta emot dem. Vi som trodde lyckan var gjord när Billström stramade åt och tecknade avtal med länderna. Vem hade kunnat ana denna twist i handlingen?. Så berätta för mig, hur i helvete har det kunnat bli så här?. Och hur ska vi få stenökenländerna att förstå; -Vi vill inte era medborgare i Sverige. De har inga godtagbara skäl till att vara i Sverige. De har fått avvisningsbeslut på detta. (Och vad är syftet med Asylsvenskans alla snyftartiklar numera??). Nå, vad säger panelen?.",0
Chockerande besked: Muslimer kan inte alltid ta enkla jobb. Efter kvällens Agenda där SDM och S var överens om vikten av integration och att flytta och ta dom enkla jobben visar en dansk undersökning att det nog inte blir så alla gånger. Vem vill komma till helvetet för ett enkelt jobb?. Kvinnor får inte arbeta på arbetsplatser med män och då faller bla kassajobb bort. Män får inte köra någon i taxi till en inrättning som säljer alkohol. Enkla bankjobb faller bort pga att man inte får arbeta där det tas ut ränta etc. Kommer Sverige att råka ut för liknande probl...jag menar utmaningar?. Är SDM och S vision om den ljusnande framtiden bara en dröm? Kommer pensionerna inte att räddas av arbetsvägrarna?. Andra tankar om undersökningen och hur den kan komma att spela SDM och S ett spratt?.,0
Krav i DN: Låt alla afghanska ensamkommande stanna. På DN åsikt kräver en helt debil kvinna att alla män och pojkar som registrerats som ensamkommande från Afghanistan ska få stanna i Sverige. I nuläget instämmer 66% av de röstande i detta. Hur är det möjligt? Vad är det för fel i huvudet på svenskar?.,0
"Mardrommen Sverige, reaktionar error. Den stora errorn i Sverige ar att svenskar inte reagerar pa nagonting langre. Brannande av egendom, (Mest bilar men ocksa forrad, hus), kastning av handgranater mot bostader och hus, mass-gruppvaldtakter av svenska tjejer alltid begangna av invandrare, krankningar, ofredanden, sexuella ofredanden, misshandel, ran, snatteri, bedrageri, olaga hot, grov misshandel, mord. Dom kriminella invandrarnas brott kan goras langa. Dom hjarntvattade svenskarna som bara laser aftonbladet, expressen, expo. Vet inte ens om att en enda invandrare har begat ett brott i Sverige. Laser man sanningsmedia som friatider sa ser vi just sanningen. Svenskar som bara valjer att lasa en sida istallet for ALLA medier sjunker likt inception djupare och djupare och allt langre ner i en drom i en drom i en drom. Alla fororter brinner och aftonbladet valjer i sadana situationer att tacka fortstasidan med den nya nagellacken som kommit eller vad Justin Bieber har for sig. Man skulle kunna tro att det ar invandrarnas fel att Sverige haller pa att bli ett skithala till arabland. Vissa kriminella invandrare och dom som lever pa bidrag och mangden invandrare bidrar saklart till allt elande aven om vissa skoter sig. Men det ar 87% som har rostat for en signalpolitik att hela varlden ar valkommna att komma till Sverige aven ISIS terrorister. Det ar 87% av Sveriges befolkning som vill ha och har rostat for det vi ser nu. Det ar 87% av Sveriges befolkning som ar naiva hjarntvattade dumhuvuden som inte bryr sig. Oftast handlar det om att manga manniskor ar okunniga, fattar inte sa mycket, ar inte benagna att tanka en egen tanke i hela sitt liv. bryr sig om sitt fredagsfett och underhallning, tanker pa om man kan kopa det lite dyrare ladvinet till festen i helgen. svenskar sager hela tiden till varandra, vakna vakna!!!. Det svenskarna menar ar att andra ska vakna for att se problemet for svensken vill alltid att nagon annan ska gora skitgorat at dom. Men svenskarna sager vakna av en annan anledning. Och det ar att, svenskarna menar att det ar en mardrom. Men det ar ingen mardrom, det onda som hander ar pa riktigt och ar ingen drom man kan vakna ur och gnugga ur ogonen I valfardslandet Sverige. Det ar pa riktigt. Manga samhallsystem fran poliskraften, vard, skolsystemet krisar. Svenskar maste inse att det onda som hander nu ar pa riktigt, det finns ingenting magiskt som kan fa detta att vanda. Det kommer bli mycket varre ocksa. Vill man fa nagonting gjort sa far man gora det sjalv.",0
"Är en flykting i medelhavet värd mer än ett barn i Afrika? År 2014 dog 1600 flyktingar i medelhavet, och siffran förväntas bli ännu högre detta år med 900 döda redan nu. Det är såklart tragiskt, men frågan är hur många det egentligen är?. Varje DAG dör 15000 barn av brist på vaccin, hygien, medicin och/eller näring. om våra sjuklöverspolitiker vore seriösa i uttalandet att. så borde de INTE sikta på att hjälpa detta fåtal flyktingar. Istället borde man göra som i Australien, och säga att alla som kommer på båt obönhörligen skickas hem. Istället ser man till att stötta UNHCR i arbetet med tryggare och bättre flyktingläger. Jag har sedan länge varit Sverigedemokrat och tyckt att flyktingar bör hjälpas i närområdet, men detta är ta mig sjukare än någonsin. Sjuklöverns argument att man kan göra både och att och att de nu faktiskt finns här håller ju inte ens längre, nu är både flyktingarna i båtarna och barnen på kontinenten i SAMMA region. Flyktingarna har dessutom genom att betala smugglare visat att de har någon form av kapital, och ändå väljer vi att hjälpa dessa före vi hjälper barnen i t.ex Nigeria. Så den kontroversiella frågan:.",0
"Jared Taylor om ras, integration och vetenskap. Jared Taylor för vetenskapliga bevis på att vi egentligen gillar lik och föredrar den egna sorten. Mycket bra tal som visar att invandringen gör oss olyckliga. Nej, det är vi inte. Och jag kommer att göra allt som står i min makt för att förhindra det.",0
Asylsökande lämnade boende - vill flytta på grund av spöken. Nu spökar det med!. Rasistiska spöken eller någon som driver ett skämt med de asylsökande? Eller är det de asylsökande själva som vill bort från Alvesta och till en större stad?.,1
"Migrationsverket: Vi klarar inte uppdraget längre, det är slut nu  (2015-11-19). Tror ni muslimerna kommer börja ge sig av hemmåt till tryggheten i arabländerna nu när de inte får lyxlägenheten, betjänterna och de svenska hororna som de blev lovade utan istället får hålla till godo med lite asfalt och snö?.",0
"ID-kontroller införs på resor från Danmark till Sverige, januari 2016 [Samlingstråd]. Männikorättsorganisationer är nu oroliga för att de nya ID-kontrollerna stoppar bluffmakarna från Afghanistan och Somalia från att komma in i Norden. Vidare så menar Vänstern och Centerpartiet att detta går stick i stäv med deras önskan att förstöra Sverige så mycket som möjligt på så kort tid som möjligt. Är dessa effekter, att stoppa ensamkommande och problemfolket somalier (medel-IQ 68) positivt eller negativt för Sverige?. Jag vill mena att allt som centern och vänstern anser vara negativt, i själva verket är positivt.",0
"Överbefolkning i Sverige. Ja, jag tycker mig anse att Sverige, precis som övriga världen börjar bli överbefolkat. Ska vi frysa invandringen, samt låta par högst föda två barn,a nanrs inga barnbidrag. t.ex?. Jag tycker det låter smart, för det skulle maximera vår intelligens, minska arbetslösheten, och undvika Sveriges undergång. Vad säger ni?. För jordens undergång är fan nära , om inte FN beslutar barn begränsning snarast.. kom ihåg att vi bara lånbar vår planet, vi äger den inte!.",0
"Arbetsförmedlingen: Våra pengar räcker inte till alla nyanlända. En efter en faller de stora myndigheterna efter mångkulturens påfrestningar. Kostnaderna skenar överallt. Migrationsverket, polisen, sjukvården, nu arbetsförmedlingen. Åsikter? Kommer dessa pengar räcka eller kommer AF stå med mössan i hand igen om några månader?. Någon med insyn i AF som vet hur ser ut?.",0
"Tio punkter för en bättre integration (SvD Brännpunkt). FP:s Erik Ullenhag och Roger Haddad har nu publicerat 10 punkter som de anser skall förbättra integrationen. Man blir ju lite undrande över vad de verkligen vill:. Har dom inte förstått att flyktingförläggningarna hamnar där det finns lediga lokaler? Det kommer inte bli några anläggningsboenden i vissa kommuner om de inte bygger dem själva. Idioti. Kommunerna skall alltså tvingas att ta emot flyktingar enligt samma modell som med ensamkommande ""barn"". Låter som en valvinnande strategi på kommunal nivå. Återigen idioti. Motsäger punkt 2 ganska ordentligt. Sen har vi begreppet modulhus som i varje fall jag tolkar som en omskrivning av begeppet "".",0
"Kan invandrare bli accepterade? Du möter mig på stan och vi drar iväg till krogen, precis som så många andra kvällar. Vi har känt varandra flera år och är båda aktiva innom nationaldemokraterna. Jag ser ut som vilken annan svensk som helst och pratar flytande svenska. Jag har tagit till mig alla svenska traditioner, men har en hemlighet som du inte känner till. Jag är invandrare. Jag är inte född i Sverige, utan kom hit i 15 års ålder. Kan jag trots allt bli accepterad av er som ""svensk""? Eller är man för evigt invandrare i era ögon och skall ut ur landet fortare än kvickt?. P.S. Nej jag är inte aktiv ""nasse"". Tanken är att du skall tänka dig situationen där din partivän gör detta avslöjande. Hur skulle du reagera?.",1
"Om åldersbestämning av ensamkommande [Sammanfogad tråd]. I DN finns idag en artikel som belyser att Migrationsverkets metoder för åldersbestämning av flyktingbarn inte är tillfyllest. Migrationsverket får skarp kritik. Barnläkare har inte anlitats, vilket är fel. Endast röntgenläkare har uttalat sig och sedan har Migrationsverkets tjänstemän gjort sina egna bedömningar. Är inte detta gräsligt? Rättssäkerheten är inte vad den borde vara för ensamkommande flyktingbarn. På en bild i artikeln visas fyra afganska barn, med en av Migrationsverket felaktigt bedömnd  genomsnittlig ålder på 19,2 år. I själva verket är dessa grabbar klart under 18 år, herregud det kan väl var och en se!  Är vi i Sverige verkligen skyldiga att åldersbestämma folk som kommer hit? Vad är det för fel på människor när de inte känner till sin egen ålder eller vet vilket år de är födda? Om de som kommer hit inte kan styrka sin ålder är det väl deras problem, inte vårt?Undrar vad en åldersbestämning kostar?.",0
"Invandrare spottar när de passerar på gatan. Jag har det senaste månaderna uppmärksammat att ickeetniska svenskar spottar innan, jämsides eller strax efter de passerat mig. Det kan mycket väl ha varit så även tidigare, typ en ungdom som spottat demonstrativt men det kan ju bero av andra orsaker exempelvis dissande av vuxna i allmänhet. Men den senaste tiden har det varit ickeetniska svenskar av alla åldrar, främst män. undrar främst om andra har sådana erfarenheter och vad det kan bero på?. Jag är etnisk svensk man i yngre medelåldern, bär Inga yttre attribut som kan trigga ett sådant bemötande.",1
"ni rasister härinne , låter ni era barn leka med barn ifrån andra länder ? jag är intresserad av frågeställningen, ni som tycker att man borde sparka ut invandrarna och stänga gränserna och allmänt hatar människor som kommer ifrån länder utanför Norden, låter ni Era barn leka med barn ifrån t ex Irak ?. lär ni era barn att hata invandrare ?. jag är kritisk till den invandring som idag bedrivs , majoriteten beter sig som djur när de väl är här men jag uttrycker aldrig sådana åsikter framför mina barn , tycker att de ska skapa sina egna åsikter helt enkelt , ena sonen leker en hel del med en pojke ifrån Irak som är en riktigt bra vän , han är här ofta och  visar mer respekt för vårat hem än vad de Svenska barnen gör som våra barn umgås med, han t ex hälsar genom att skaka hand och hjälper till att duka av bordet om han har ätit med oss , något som de flesta curling-ungarna i Sverige inte ens vet vad det är...",0
Ny flyktingrutt etabklerad via Svarta Havet. Ni ska inte tro att vi kommer undan. Hur kommer Rumänien att agera här?.,1
"Ska vi informera dom som invandrar till Sverige om detta ? Ska vi ge dom som invandrar till Sverige, information och en historieberättelse om att Sverige inte alltid har varit så dåligt som det är nu, med en hög brottslighet och en välfärd som har blivit allt sämre. På 70-80 talet fungerade Sverige mycket bättre än vad det gör idag, på den här tiden fick Sverige beröm i utlandet, många turister sökte sig till vårat lugna och vänliga land. För annars kan många invandrare, få en skev bild av Sverige, att det alltid har sett ut så här. Är det ett misslyckande, att man måste ge dom som invandrar en massa bidrag, ska människor inte kunna invandra, för att dom tycker att Sverige är ett bra land ?  Som det känns nu, så var Sveriges storhetstid på 70-80 talet. Då var arbetslösheten lägre, man kunde välja vilket yrke man ville arbeta med, nu för tiden tvingas man ut i låtsasarbeten, med låga löner och dåliga villkor. På 70-80 talet såg andra länder upp till Sverige, nu används Sverige mer som ett skräckexempel, på hur det går när regeringen bedriver felaktig politik. Ska vi göra en bok och en film, så invandrarna kan se Sveriges utveckling. Vad tycker ni, skriv era åsikter i det här viktiga ämnet.",1
"Statsvetaren och sossen Stig-Björn Ljungren kommer ut som rasist! Min praktiskt lagda rasistiska grundinställning gör sig ibland påmind. Om jag exempelvis har flera kassaköer att välja på så tar jag naturligtvis den kortaste och där folk har minst varor i vagnen. Men jag undviker också köer där det står invandrare och pensionärer. Svart eller grå hårfärg är varningstecken. Skälet är att sannolikheten då ökar för att det uppstår problem, antingen på grund av språkförbistring eller praktiska skäl som legitimation. Eller så är det demens eller ovana att hantera betalkort som riskerar ökad kötid. ----------. Kan han fortsätta hos Socialdemokraterna med de här ""rasistiska åsikterna""?. Har han rätt i att fördomar och rasism inte alltid behöver vara samma sak?.",1
"Sverigedemokraterna och Åkesson vill konfrontera Kristerssons falska budskap i debatt. Sverigedemokraterna och Jimmie Åkesson startar idag en kampanj där målet är att få fram en debatt i en stor mediakanal där man får ut moderaternas hycklande partiledare Kristersson på banan. Både partiledaren för M och partiets ansvariga för migrationspolitiken Johan Forsell ljuger svenska folket och väljarna rakt upp i ansiktet med att man skulle vilja ha en annan invandringspolitik än idag. I verkligheten säger M:s företrädare själva att kvotsystemet man för fram ska justeras efter dagens invandringsnivåer, vilket betyder att kvoten idag skulle vara uppåt 30.000 personer och samma politik som nu. I framtiden vill M:s företrädare ha en ännu större massinvandringspolitik än vad vi redan har idag när det kommer hundratusentalet personer som väller in i Sverige på svenska folkets bekostnad samtidigt som man sparar på äldreomsorgens mat i form av plastlådor och drar in på assistansen för svårt sjuka och handikappade barn så ensamma mammor och pappor blir både utan hjälp med omsorgen och utan pengar. Det nya normala har blivit att dela ut 150.000 uppehållstillstånd per år och i år kan det bli så många som uppemot 200.000 utdelade uppehållstillstånd. Kostnaderna är enorma och konsekvenserna oöverblickbara med otrygghet och kriminalitet i oerhörda antal. Kristersson är precis som Kinberg Batra arvtagare av Reinfeldts ""öppna era hjärtan""-politik, då han var ansvarig minister i Reinfeldts regering bland annat för den havererade sjukförsäkringen. Något som skicka ut tiotusentals svårt sjuka i fattigdom och hänvisning till arbetsförmedlingen, som uteslutande inte kunde göra någonting för denna grupp. Kristersson har även bott i lägenheter avsedda för fattiga och hemlösa, han åker taxi för hundratusentals kronor per år och han har anlitat svart arbetskraft för slavlöner. Detta är en politisk stropp och broiler som behöver sättas på plats!. Sverigedemokraterna och Jimmie Åkesson vill nu konfrontera M och Kristersson i en debatt på en stor mediakanal där man ställer M och honom till svars för alla lögner och hyckleriet om invandringspolitiken, alla lögner inför svenska folket. Säger man att man står för en politik och vill ha en förändring så ska man stå för det och mena det. M och Kristersson vill ha en ny migrationsöverenskommelse och decemberöverenskommelse med S(!!!), C och L som alla är massinvandringspartier som vurmar för en större massinvandring. Det enda partiet som verkligen vill ha en annan invandringspolitik är Sverigedemokraterna, det enda partiet M och Kristersson inte tänker samtala och samarbeta med, och så länge M inte vill det och inte vill förändra invandringspolitiken PÅ RIKTIGT så ska man stå för sin massinvandringspolitik och sin öppna era hjärtan-politik. Utmaningen om debatt har även gått ut på olika mediakanaler för Sverigedemokraterna:. * Vad tycker du om Sverigedemokraternas budskap till M och Kristersson? Är det dags att tydliggöra göra skillnaderna mellan M:s fortsatta massinvandringspolitik och Sverigedemokraternas starka politik för en kraftigt förändrad invandringspolitik? Är det dags att konfrontera M:s lögner och hyckleri inför svenska folket?. * Kommer Sverigedemokraterna och Jimmie Åkesson få ut M och Kristersson på banan i en stor mediakanal där han får stå till svars för sitt partis uppenbara lögner och hyckleri när man i själva verket vill fortsätta massinvandringspolitiken och samarbeta med S, C och L som alla är massinvandringsvurmande partier? Eller är M och Kristersson för fega och inte kan stå för sin politik och sina lögner?. * Hur kommer detta påverka väljarna? När debatten styrs över av Sverigedemokraterna och Jimmie Åkesson till att handla om M och Kristerssons lögner och svek mot svenska folket och mot väljarna, om hyckleriet i att påstå att man vill en sak, men i verkligheten och mellan raderna framkommer något helt annat att man avser fortsätta massinvandringspolitiken och dessutom förvärra den än mer på Sveriges och svenska folkets bekostnad där många grupper redan är utsatta och som det sparas pengar på medan man kastar ut hundratals miljarder på massinvandringen och massinvandringens hemska konsekvenser exakt vartenda år!.",0
"Vem är kille i detta klipp, pratar om invandring på 90 talet. Första snubben som snackar om att inget land klarar en allt för stor invandring. Vem är han?, detta måste vara 90 tal va?.",0
"Har anhöriginvandringen stramats åt rejält? 17 årige Mahmoud protesterar utanför Migrationsverkets lokaler i Jönköping med budskapet ""Jag vill återförenas med mina föräldrar"". Citat;. Har det kommit nya regler/riktlinjer för återförening?. Och hur kan han redan - efter två år - ha fått ett svenskt medborgarskap??.",0
Norge förbereder sig för Sveriges kollaps-asylrätten kan skrotas. Gör Norge rätt när dom av nödtvång kommer att sluta följa FNs flyktingkonvention?. Sitter Norge som NATO-medlem på CIA-uppgifter om hur illa det är i Sverige som undanhålls av våra politiker och media?. Riskerar det att drabba svenskar som flyr till Norge vid Sveriges kollaps.,0
"Invandrare och hörselskador?! Hittar ingen tråd om detta ""nya"" fenomen..Mod får gärna flytta isåfall.. Tydligen är 40%! av ""våra nyanlända"", (Nej, inte Jesus), hörselskadade.. Det kan ju förklara varför de skriker överallt, men jag undrar om det inte kan bero på att de skriker överallt? (Minareter, kön på Ica, trafiken, barn, inget jobb, rasist!) jag har märkt att öronen lyssnar sämre när de sätter igång. För det kan väl aldrig vara så att de blir klassade som ""arbetsskadade""? och därigenom kan få ersättning av svenska skattebetalare? Jag hört inte vad huran sa! ""De Apatiska Barnen"" allover..underbart..Nu sitter jag bara o väntar på ett rungande ""Är inte alla människor lika värda"", från kommunistpacket och trädkramarna...Jag undrar bara, om ni kom till ett främmande land för att Sverige var i krig, skulle ni våldta, ljuga, parasitera, mörda och bedra? eller är det bara rasistprat? Jag skulle vara jävligt tacksam och försöka att anpassa mig, men jag är ju nazist så vad vet jag?.",0
"Förslag till förbättrad integration i mångkulturella förorter. I grunden är iden enkel: Kommunen behöver bara betala för av kommunen anvisad bostad åt personer som uppbär försörjningsstöd. Det finns inget som säger att den bostaden tvunget måste vara i en i grunden attraktiv bostad på bekvämt pendlingsavstånd från storstadens kärna. Stora delar av landet har bostadsöverskott och måste riva bostäder. Det är bättre ur samhällsekonomisk synpunkt att den som uppbär försörjningsstöd bor där istället för att uppta bostäder som produktiva människor kan bo i. Detta kan börja i det lilla med att allteftersom lägenheterna blir tomma i en hyreskåk i ett getto och fortsätta hålla den tom tills kanske 2/3 är tomt. Man kan också tänka sig att genomföra operationen på flera kåkar i stöpet. Jag är medveten om att det kan ta både fem och tio år. Sedan släpper man alla på en gång till människor har arbete och kan betala hyran. Med denna metodik kan ett getto stegvis återkoloniseras av svenskar. Jag ser följande fördelar:. -Svenskar slipper ta lån på rena skämtbelopp för skitkvartar och undviker risken för framtida skuldslaveri. -Lokal service i förorterna kommer att förbättras när det finns köpstarka människor som bor där. Kriminaliteten kommer att minska. Därmed blir de attraktivare att bo i. -Det kommer på sikt att lugna ner sig ute i Rosengård, Hammarkullen, Gottsunda, Fittja och allt vad de heter. De blattar som bor där kommer att ha bättre kontakt med svenskar och det svenska samhället och därmed bättre utsikter till integration. - De blattar som blir anvisade lägenheter i Sandviken, Avesta, Vilhelmina, Köping och vad det nu kan vara kommer att handla i de lokala affärerna och därmed bidra till att hålla dem vid liv. -I de värsta hålorna finns det enkla samhällsservicejobb som skogsplantering, bärplockning, snöskottning, städning i hemtjänsten, fårvallning, kråkskrämmare mm som det går att anvisa efter ringa förmåga till socialbidragsförsörjda blattar som ersättning för mat och husrum. -Det blir en oglamorös tillvaro ute i hålorna som motiverar till återvandring. Vad tror ni om detta? Diskutera!.",0
